code,name,1951-01,1951-02,1951-03,1951-04,1951-05,1951-06,1951-07,1951-08,1951-09,1951-10,1951-11,1951-12,1961-01,1961-02,1961-03,1961-04,1961-05,1961-06,1961-07,1961-08,1961-09,1961-10,1961-11,1961-12,1971-01,1971-02,1971-03,1971-04,1971-05,1971-06,1971-07,1971-08,1971-09,1971-10,1971-11,1971-12,1981-01,1981-02,1981-03,1981-04,1981-05,1981-06,1981-07,1981-08,1981-09,1981-10,1981-11,1981-12,1991-01,1991-02,1991-03,1991-04,1991-05,1991-06,1991-07,1991-08,1991-09,1991-10,1991-11,1991-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2031-01,2031-02,2031-03,2031-04,2031-05,2031-06,2031-07,2031-08,2031-09,2031-10,2031-11,2031-12,2041-01,2041-02,2041-03,2041-04,2041-05,2041-06,2041-07,2041-08,2041-09,2041-10,2041-11,2041-12,2051-01,2051-02,2051-03,2051-04,2051-05,2051-06,2051-07,2051-08,2051-09,2051-10,2051-11,2051-12,2061-01,2061-02,2061-03,2061-04,2061-05,2061-06,2061-07,2061-08,2061-09,2061-10,2061-11,2061-12,2071-01,2071-02,2071-03,2071-04,2071-05,2071-06,2071-07,2071-08,2071-09,2071-10,2071-11,2071-12,2081-01,2081-02,2081-03,2081-04,2081-05,2081-06,2081-07,2081-08,2081-09,2081-10,2081-11,2081-12,2091-01,2091-02,2091-03,2091-04,2091-05,2091-06,2091-07,2091-08,2091-09,2091-10,2091-11,2091-12
PHL,Philippines,-0.41,-0.43,-0.45,-0.43,-0.43,-0.49,-0.5,-0.46,-0.5,-0.54,-0.51,-0.46,-0.51,-0.55,-0.52,-0.45,-0.49,-0.57,-0.61,-0.57,-0.54,-0.57,-0.52,-0.54,-0.38,-0.44,-0.46,-0.46,-0.4,-0.46,-0.43,-0.5,-0.48,-0.46,-0.51,-0.41,-0.33,-0.3,-0.32,-0.29,-0.37,-0.34,-0.29,-0.38,-0.35,-0.38,-0.43,-0.3,-0.22,-0.22,-0.24,-0.25,-0.24,-0.28,-0.27,-0.29,-0.23,-0.23,-0.26,-0.29,0.02,-0.01,0.01,-0.03,0.01,0.02,0.01,0.01,0,-0.01,0.02,0.01,0.24,0.23,0.22,0.25,0.26,0.2,0.22,0.24,0.27,0.23,0.2,0.25,0.5,0.56,0.62,0.55,0.56,0.49,0.47,0.5,0.5,0.49,0.51,0.45,0.7,0.71,0.72,0.83,0.79,0.69,0.71,0.73,0.71,0.64,0.61,0.71,0.82,0.75,0.79,0.87,0.93,0.88,0.89,0.86,0.85,0.85,0.81,0.93,0.89,0.87,0.96,0.98,0.99,0.87,0.93,0.89,0.9,0.88,0.82,0.92,1.07,1.06,1.05,1,1.1,1.04,0.9,0.95,0.94,0.92,0.94,1.05,1.03,0.99,1.13,1.1,1.11,1.02,0.99,0.94,1.02,0.94,1,1.07,1.01,0.97,1.04,0.89,1.08,0.94,0.95,0.87,0.86,0.89,0.91,1.03,0.89,0.82,0.91,0.88,0.96,0.88,0.92,0.86,0.87,0.82,0.87,0.97
